Member_number,Date,productId,items,productName,price,gross_sales
2771,2014-06-25,5,1,rolls/buns,1.2,1.2
1492,2014-05-02,5,2,rolls/buns,1.2,2.4
1823,2014-04-16,5,1,rolls/buns,1.2,1.2
4220,2014-05-05,5,3,rolls/buns,1.2,3.5999999999999996
2547,2014-03-09,5,2,rolls/buns,1.2,2.4
3466,2014-05-31,5,3,rolls/buns,1.2,3.5999999999999996
3596,2014-01-21,5,1,rolls/buns,1.2,1.2
1015,2014-06-28,5,1,rolls/buns,1.2,1.2
3476,2014-02-05,5,2,rolls/buns,1.2,2.4
3657,2014-05-29,5,3,rolls/buns,1.2,3.5999999999999996
1107,2014-09-26,5,1,rolls/buns,1.2,1.2
4902,2014-11-21,5,2,rolls/buns,1.2,2.4
4897,2014-06-13,5,2,rolls/buns,1.2,2.4
3452,2014-12-23,5,1,rolls/buns,1.2,1.2
3695,2014-10-12,5,1,rolls/buns,1.2,1.2
4351,2014-11-26,5,1,rolls/buns,1.2,1.2
1169,2014-01-15,5,1,rolls/buns,1.2,1.2
4060,2014-10-11,5,3,rolls/buns,1.2,3.5999999999999996
2020,2014-04-11,5,1,rolls/buns,1.2,1.2
3535,2014-02-16,5,3,rolls/buns,1.2,3.5999999999999996
3266,2014-10-30,5,1,rolls/buns,1.2,1.2
3216,2014-11-02,5,1,rolls/buns,1.2,1.2
1959,2014-03-23,5,2,rolls/buns,1.2,2.4
4665,2014-01-12,5,1,rolls/buns,1.2,1.2
4184,2014-09-17,5,2,rolls/buns,1.2,2.4
1327,2014-12-14,5,2,rolls/buns,1.2,2.4
4212,2014-05-12,5,2,rolls/buns,1.2,2.4
2222,2014-04-03,5,2,rolls/buns,1.2,2.4
4455,2014-10-09,5,2,rolls/buns,1.2,2.4
4042,2014-07-15,5,1,rolls/buns,1.2,1.2
4208,2014-02-03,5,3,rolls/buns,1.2,3.5999999999999996
2637,2014-09-18,5,3,rolls/buns,1.2,3.5999999999999996
3976,2014-10-05,5,1,rolls/buns,1.2,1.2
4899,2014-08-27,5,3,rolls/buns,1.2,3.5999999999999996
1427,2014-06-12,5,2,rolls/buns,1.2,2.4
2192,2014-11-21,5,1,rolls/buns,1.2,1.2
2715,2014-05-23,5,3,rolls/buns,1.2,3.5999999999999996
4431,2014-05-10,5,3,rolls/buns,1.2,3.5999999999999996
4860,2014-02-22,5,2,rolls/buns,1.2,2.4
3327,2014-07-16,5,1,rolls/buns,1.2,1.2
3142,2014-05-11,5,1,rolls/buns,1.2,1.2
3805,2014-07-20,5,3,rolls/buns,1.2,3.5999999999999996
3251,2014-11-05,5,3,rolls/buns,1.2,3.5999999999999996
3321,2014-03-11,5,2,rolls/buns,1.2,2.4
1983,2014-06-26,5,3,rolls/buns,1.2,3.5999999999999996
2883,2014-05-09,5,2,rolls/buns,1.2,2.4
4479,2014-11-25,5,1,rolls/buns,1.2,1.2
3725,2014-09-20,5,2,rolls/buns,1.2,2.4
4594,2014-11-28,5,2,rolls/buns,1.2,2.4
2340,2014-04-08,5,3,rolls/buns,1.2,3.5999999999999996
1784,2014-09-05,5,2,rolls/buns,1.2,2.4
4388,2014-08-16,5,1,rolls/buns,1.2,1.2
2643,2014-12-12,5,3,rolls/buns,1.2,3.5999999999999996
3962,2014-12-13,5,1,rolls/buns,1.2,1.2
2694,2014-10-09,5,2,rolls/buns,1.2,2.4
1526,2014-07-13,5,1,rolls/buns,1.2,1.2
4915,2014-01-11,5,1,rolls/buns,1.2,1.2
4751,2014-11-29,5,3,rolls/buns,1.2,3.5999999999999996
4782,2014-10-12,5,1,rolls/buns,1.2,1.2
1053,2014-05-16,5,1,rolls/buns,1.2,1.2
1829,2014-02-26,5,1,rolls/buns,1.2,1.2
1065,2014-11-05,5,3,rolls/buns,1.2,3.5999999999999996
1969,2014-02-10,5,3,rolls/buns,1.2,3.5999999999999996
1565,2014-07-02,5,2,rolls/buns,1.2,2.4
2438,2014-05-25,5,3,rolls/buns,1.2,3.5999999999999996
2814,2014-12-15,5,1,rolls/buns,1.2,1.2
2005,2014-11-22,5,2,rolls/buns,1.2,2.4
3104,2014-10-22,5,3,rolls/buns,1.2,3.5999999999999996
1907,2014-04-20,5,3,rolls/buns,1.2,3.5999999999999996
3689,2014-09-10,5,1,rolls/buns,1.2,1.2
3484,2014-11-19,5,1,rolls/buns,1.2,1.2
2018,2014-02-05,5,3,rolls/buns,1.2,3.5999999999999996
3967,2014-01-23,5,3,rolls/buns,1.2,3.5999999999999996
1630,2014-10-22,5,3,rolls/buns,1.2,3.5999999999999996
1572,2014-03-31,5,1,rolls/buns,1.2,1.2
1064,2014-04-21,5,3,rolls/buns,1.2,3.5999999999999996
4855,2014-08-27,5,2,rolls/buns,1.2,2.4
2523,2014-10-11,5,2,rolls/buns,1.2,2.4
1653,2014-12-20,5,3,rolls/buns,1.2,3.5999999999999996
3221,2014-07-28,5,2,rolls/buns,1.2,2.4
1345,2014-04-08,5,2,rolls/buns,1.2,2.4
3893,2014-05-19,5,3,rolls/buns,1.2,3.5999999999999996
3909,2014-11-16,5,3,rolls/buns,1.2,3.5999999999999996
4176,2014-06-11,5,1,rolls/buns,1.2,1.2
2954,2014-07-17,5,2,rolls/buns,1.2,2.4
4527,2014-10-14,5,2,rolls/buns,1.2,2.4
4202,2014-07-12,5,2,rolls/buns,1.2,2.4
4727,2014-04-12,5,1,rolls/buns,1.2,1.2
2932,2014-11-10,5,3,rolls/buns,1.2,3.5999999999999996
3942,2014-05-06,5,1,rolls/buns,1.2,1.2
1379,2014-09-21,5,2,rolls/buns,1.2,2.4
1740,2014-07-13,5,1,rolls/buns,1.2,1.2
1592,2014-11-28,5,3,rolls/buns,1.2,3.5999999999999996
2138,2014-12-12,5,1,rolls/buns,1.2,1.2
2658,2014-09-28,5,3,rolls/buns,1.2,3.5999999999999996
4690,2014-12-17,5,1,rolls/buns,1.2,1.2
4925,2014-12-18,5,1,rolls/buns,1.2,1.2
4813,2014-05-15,5,1,rolls/buns,1.2,1.2
2273,2014-11-13,5,1,rolls/buns,1.2,1.2
3989,2014-10-18,5,1,rolls/buns,1.2,1.2
3914,2014-11-28,5,3,rolls/buns,1.2,3.5999999999999996
4376,2014-02-15,5,2,rolls/buns,1.2,2.4
3877,2014-06-27,5,3,rolls/buns,1.2,3.5999999999999996
4943,2014-10-22,5,3,rolls/buns,1.2,3.5999999999999996
4470,2014-06-13,5,3,rolls/buns,1.2,3.5999999999999996
3734,2014-12-16,5,2,rolls/buns,1.2,2.4
3137,2014-07-13,5,1,rolls/buns,1.2,1.2
1346,2014-04-09,5,3,rolls/buns,1.2,3.5999999999999996
2917,2014-05-27,5,3,rolls/buns,1.2,3.5999999999999996
2750,2014-10-04,5,1,rolls/buns,1.2,1.2
1312,2014-09-07,5,3,rolls/buns,1.2,3.5999999999999996
4696,2014-09-08,5,3,rolls/buns,1.2,3.5999999999999996
2719,2014-02-16,5,1,rolls/buns,1.2,1.2
1532,2014-10-11,5,2,rolls/buns,1.2,2.4
4899,2014-05-10,5,3,rolls/buns,1.2,3.5999999999999996
1718,2014-12-03,5,1,rolls/buns,1.2,1.2
2893,2014-01-19,5,3,rolls/buns,1.2,3.5999999999999996
1458,2014-10-20,5,2,rolls/buns,1.2,2.4
2843,2014-06-06,5,2,rolls/buns,1.2,2.4
2489,2014-02-06,5,1,rolls/buns,1.2,1.2
3343,2014-06-16,5,2,rolls/buns,1.2,2.4
3593,2014-09-21,5,1,rolls/buns,1.2,1.2
1623,2014-12-07,5,1,rolls/buns,1.2,1.2
3609,2014-05-13,5,2,rolls/buns,1.2,2.4
1307,2014-11-01,5,3,rolls/buns,1.2,3.5999999999999996
1860,2014-01-31,5,3,rolls/buns,1.2,3.5999999999999996
2050,2014-10-20,5,2,rolls/buns,1.2,2.4
2578,2014-04-19,5,1,rolls/buns,1.2,1.2
2920,2014-05-12,5,3,rolls/buns,1.2,3.5999999999999996
3237,2014-08-07,5,1,rolls/buns,1.2,1.2
3363,2014-08-06,5,1,rolls/buns,1.2,1.2
1735,2014-04-22,5,1,rolls/buns,1.2,1.2
1512,2014-06-03,5,3,rolls/buns,1.2,3.5999999999999996
4782,2014-04-17,5,3,rolls/buns,1.2,3.5999999999999996
3516,2014-01-18,5,2,rolls/buns,1.2,2.4
1311,2014-01-14,5,1,rolls/buns,1.2,1.2
2850,2014-02-27,5,2,rolls/buns,1.2,2.4
2398,2014-06-18,5,1,rolls/buns,1.2,1.2
3581,2014-06-09,5,3,rolls/buns,1.2,3.5999999999999996
3320,2014-01-21,5,1,rolls/buns,1.2,1.2
3107,2014-02-27,5,2,rolls/buns,1.2,2.4
3629,2014-11-22,5,3,rolls/buns,1.2,3.5999999999999996
1069,2014-01-20,5,3,rolls/buns,1.2,3.5999999999999996
3089,2014-02-24,5,1,rolls/buns,1.2,1.2
4125,2014-06-03,5,3,rolls/buns,1.2,3.5999999999999996
4297,2014-05-30,5,2,rolls/buns,1.2,2.4
3660,2014-09-21,5,3,rolls/buns,1.2,3.5999999999999996
2374,2014-09-16,5,3,rolls/buns,1.2,3.5999999999999996
2354,2014-01-06,5,2,rolls/buns,1.2,2.4
4698,2014-01-20,5,2,rolls/buns,1.2,2.4
1150,2014-09-06,5,1,rolls/buns,1.2,1.2
2098,2014-08-02,5,3,rolls/buns,1.2,3.5999999999999996
4362,2014-01-14,5,2,rolls/buns,1.2,2.4
2384,2014-01-14,5,2,rolls/buns,1.2,2.4
4509,2014-07-30,5,3,rolls/buns,1.2,3.5999999999999996
3138,2014-12-28,5,1,rolls/buns,1.2,1.2
4657,2014-09-21,5,2,rolls/buns,1.2,2.4
1342,2014-04-03,5,2,rolls/buns,1.2,2.4
1153,2014-03-28,5,1,rolls/buns,1.2,1.2
1733,2014-02-27,5,1,rolls/buns,1.2,1.2
2669,2014-03-24,5,2,rolls/buns,1.2,2.4
3300,2014-07-31,5,3,rolls/buns,1.2,3.5999999999999996
4198,2014-11-10,5,2,rolls/buns,1.2,2.4
2470,2014-12-13,5,3,rolls/buns,1.2,3.5999999999999996
2830,2014-07-19,5,2,rolls/buns,1.2,2.4
4453,2014-01-26,5,3,rolls/buns,1.2,3.5999999999999996
4206,2014-01-14,5,1,rolls/buns,1.2,1.2
4492,2014-11-25,5,1,rolls/buns,1.2,1.2
2105,2014-12-02,5,2,rolls/buns,1.2,2.4
4721,2014-06-24,5,2,rolls/buns,1.2,2.4
4364,2014-06-07,5,3,rolls/buns,1.2,3.5999999999999996
4632,2014-02-03,5,3,rolls/buns,1.2,3.5999999999999996
2034,2014-12-22,5,1,rolls/buns,1.2,1.2
3789,2014-01-13,5,3,rolls/buns,1.2,3.5999999999999996
4320,2014-02-17,5,2,rolls/buns,1.2,2.4
1856,2014-01-29,5,2,rolls/buns,1.2,2.4
3347,2014-01-10,5,2,rolls/buns,1.2,2.4
1655,2014-01-12,5,2,rolls/buns,1.2,2.4
4650,2014-08-17,5,1,rolls/buns,1.2,1.2
3180,2014-11-02,5,3,rolls/buns,1.2,3.5999999999999996
1014,2014-10-06,5,2,rolls/buns,1.2,2.4
3952,2014-04-03,5,2,rolls/buns,1.2,2.4
4797,2014-10-01,5,3,rolls/buns,1.2,3.5999999999999996
4227,2014-08-08,5,2,rolls/buns,1.2,2.4
3965,2014-03-20,5,2,rolls/buns,1.2,2.4
2421,2014-02-13,5,2,rolls/buns,1.2,2.4
1383,2014-08-25,5,1,rolls/buns,1.2,1.2
1473,2014-05-01,5,1,rolls/buns,1.2,1.2
4953,2014-10-23,5,3,rolls/buns,1.2,3.5999999999999996
3209,2014-03-15,5,1,rolls/buns,1.2,1.2
3058,2014-03-12,5,1,rolls/buns,1.2,1.2
2453,2014-02-05,5,3,rolls/buns,1.2,3.5999999999999996
4823,2014-09-16,5,3,rolls/buns,1.2,3.5999999999999996
4562,2014-11-06,5,2,rolls/buns,1.2,2.4
2620,2014-05-09,5,3,rolls/buns,1.2,3.5999999999999996
4376,2014-05-02,5,3,rolls/buns,1.2,3.5999999999999996
1779,2014-06-07,5,3,rolls/buns,1.2,3.5999999999999996
4213,2014-11-06,5,2,rolls/buns,1.2,2.4
1605,2014-08-17,5,3,rolls/buns,1.2,3.5999999999999996
2076,2014-09-06,5,1,rolls/buns,1.2,1.2
3521,2014-10-10,5,3,rolls/buns,1.2,3.5999999999999996
3425,2014-12-15,5,1,rolls/buns,1.2,1.2
1498,2014-08-23,5,1,rolls/buns,1.2,1.2
1889,2014-06-20,5,2,rolls/buns,1.2,2.4
2835,2014-08-11,5,1,rolls/buns,1.2,1.2
2229,2014-10-07,5,2,rolls/buns,1.2,2.4
1870,2014-06-17,5,1,rolls/buns,1.2,1.2
4274,2014-02-24,5,1,rolls/buns,1.2,1.2
1005,2014-01-09,5,2,rolls/buns,1.2,2.4
1657,2014-03-04,5,2,rolls/buns,1.2,2.4
1233,2014-08-28,5,2,rolls/buns,1.2,2.4
4131,2014-07-02,5,2,rolls/buns,1.2,2.4
1879,2014-11-08,5,2,rolls/buns,1.2,2.4
3090,2014-03-19,5,2,rolls/buns,1.2,2.4
1298,2014-07-26,5,3,rolls/buns,1.2,3.5999999999999996
1154,2014-05-15,5,1,rolls/buns,1.2,1.2
1796,2014-11-15,5,2,rolls/buns,1.2,2.4
4831,2014-07-29,5,2,rolls/buns,1.2,2.4
4109,2014-12-05,5,2,rolls/buns,1.2,2.4
1941,2014-01-29,5,3,rolls/buns,1.2,3.5999999999999996
2334,2014-02-03,5,1,rolls/buns,1.2,1.2
3719,2014-10-03,5,2,rolls/buns,1.2,2.4
2535,2014-04-01,5,1,rolls/buns,1.2,1.2
4510,2014-10-22,5,2,rolls/buns,1.2,2.4
4637,2014-08-28,5,2,rolls/buns,1.2,2.4
2131,2014-09-22,5,3,rolls/buns,1.2,3.5999999999999996
1422,2014-02-26,5,2,rolls/buns,1.2,2.4
1446,2014-09-02,5,1,rolls/buns,1.2,1.2
2068,2014-08-22,5,3,rolls/buns,1.2,3.5999999999999996
3369,2014-01-24,5,3,rolls/buns,1.2,3.5999999999999996
1738,2014-10-01,5,1,rolls/buns,1.2,1.2
4174,2014-10-18,5,3,rolls/buns,1.2,3.5999999999999996
1317,2014-05-19,5,2,rolls/buns,1.2,2.4
3945,2014-01-25,5,1,rolls/buns,1.2,1.2
2559,2014-07-07,5,2,rolls/buns,1.2,2.4
2617,2014-11-16,5,1,rolls/buns,1.2,1.2
2095,2015-04-06,5,2,rolls/buns,1.2,2.4
1648,2015-02-27,5,1,rolls/buns,1.2,1.2
4146,2015-02-09,5,1,rolls/buns,1.2,1.2
3241,2015-08-09,5,1,rolls/buns,1.2,1.2
4661,2015-04-18,5,3,rolls/buns,1.2,3.5999999999999996
2428,2015-08-21,5,2,rolls/buns,1.2,2.4
3998,2015-03-28,5,2,rolls/buns,1.2,2.4
3165,2015-11-27,5,2,rolls/buns,1.2,2.4
4185,2015-01-16,5,2,rolls/buns,1.2,2.4
1435,2015-04-24,5,3,rolls/buns,1.2,3.5999999999999996
4131,2015-03-29,5,1,rolls/buns,1.2,1.2
1483,2015-06-14,5,3,rolls/buns,1.2,3.5999999999999996
4725,2015-12-02,5,2,rolls/buns,1.2,2.4
3311,2015-05-02,5,2,rolls/buns,1.2,2.4
2336,2015-10-07,5,1,rolls/buns,1.2,1.2
4486,2015-07-21,5,3,rolls/buns,1.2,3.5999999999999996
3481,2015-08-03,5,2,rolls/buns,1.2,2.4
1370,2015-06-28,5,1,rolls/buns,1.2,1.2
1220,2015-02-09,5,3,rolls/buns,1.2,3.5999999999999996
1818,2015-09-10,5,1,rolls/buns,1.2,1.2
4826,2015-06-15,5,3,rolls/buns,1.2,3.5999999999999996
2953,2015-01-04,5,3,rolls/buns,1.2,3.5999999999999996
3358,2015-03-29,5,2,rolls/buns,1.2,2.4
1699,2015-07-07,5,3,rolls/buns,1.2,3.5999999999999996
2332,2015-12-15,5,1,rolls/buns,1.2,1.2
1306,2015-11-20,5,1,rolls/buns,1.2,1.2
3019,2015-12-19,5,2,rolls/buns,1.2,2.4
3144,2015-04-27,5,2,rolls/buns,1.2,2.4
1968,2015-08-21,5,1,rolls/buns,1.2,1.2
1340,2015-03-13,5,2,rolls/buns,1.2,2.4
1302,2015-08-26,5,1,rolls/buns,1.2,1.2
1033,2015-04-22,5,1,rolls/buns,1.2,1.2
3429,2015-04-26,5,1,rolls/buns,1.2,1.2
2970,2015-12-30,5,2,rolls/buns,1.2,2.4
2885,2015-05-15,5,1,rolls/buns,1.2,1.2
3935,2015-07-02,5,2,rolls/buns,1.2,2.4
3268,2015-11-06,5,3,rolls/buns,1.2,3.5999999999999996
4229,2015-03-06,5,1,rolls/buns,1.2,1.2
1510,2015-05-16,5,1,rolls/buns,1.2,1.2
2879,2015-04-18,5,1,rolls/buns,1.2,1.2
4326,2015-09-29,5,3,rolls/buns,1.2,3.5999999999999996
2458,2015-08-23,5,1,rolls/buns,1.2,1.2
1679,2015-06-24,5,2,rolls/buns,1.2,2.4
4286,2015-06-06,5,1,rolls/buns,1.2,1.2
4199,2015-08-04,5,1,rolls/buns,1.2,1.2
2592,2015-03-20,5,2,rolls/buns,1.2,2.4
2413,2015-12-13,5,3,rolls/buns,1.2,3.5999999999999996
2654,2015-09-22,5,1,rolls/buns,1.2,1.2
4094,2015-03-30,5,2,rolls/buns,1.2,2.4
4842,2014-06-30,5,2,rolls/buns,1.2,2.4
1001,2014-02-07,5,2,rolls/buns,1.2,2.4
2484,2014-08-17,5,1,rolls/buns,1.2,1.2
2241,2014-02-17,5,1,rolls/buns,1.2,1.2
4715,2014-11-10,5,3,rolls/buns,1.2,3.5999999999999996
2082,2014-10-10,5,1,rolls/buns,1.2,1.2
3766,2014-02-20,5,3,rolls/buns,1.2,3.5999999999999996
3815,2014-01-30,5,3,rolls/buns,1.2,3.5999999999999996
1125,2014-05-30,5,2,rolls/buns,1.2,2.4
3300,2014-07-10,5,3,rolls/buns,1.2,3.5999999999999996
4967,2014-04-22,5,3,rolls/buns,1.2,3.5999999999999996
1316,2014-01-17,5,3,rolls/buns,1.2,3.5999999999999996
3189,2014-10-28,5,1,rolls/buns,1.2,1.2
4015,2014-05-02,5,3,rolls/buns,1.2,3.5999999999999996
3042,2014-07-11,5,1,rolls/buns,1.2,1.2
1027,2014-09-22,5,3,rolls/buns,1.2,3.5999999999999996
1003,2014-02-27,5,1,rolls/buns,1.2,1.2
1466,2014-04-09,5,3,rolls/buns,1.2,3.5999999999999996
2341,2014-12-22,5,3,rolls/buns,1.2,3.5999999999999996
2851,2014-01-16,5,1,rolls/buns,1.2,1.2
1552,2014-01-09,5,3,rolls/buns,1.2,3.5999999999999996
4201,2014-10-21,5,1,rolls/buns,1.2,1.2
4211,2014-03-22,5,2,rolls/buns,1.2,2.4
4740,2014-10-10,5,2,rolls/buns,1.2,2.4
2990,2014-03-30,5,1,rolls/buns,1.2,1.2
3384,2014-09-23,5,1,rolls/buns,1.2,1.2
3487,2014-01-09,5,1,rolls/buns,1.2,1.2
1275,2014-11-06,5,2,rolls/buns,1.2,2.4
3935,2014-10-19,5,2,rolls/buns,1.2,2.4
2685,2014-12-06,5,3,rolls/buns,1.2,3.5999999999999996
1107,2014-07-22,5,2,rolls/buns,1.2,2.4
2835,2014-11-21,5,1,rolls/buns,1.2,1.2
4185,2014-11-20,5,1,rolls/buns,1.2,1.2
3466,2014-05-31,5,3,rolls/buns,1.2,3.5999999999999996
4211,2014-05-02,5,2,rolls/buns,1.2,2.4
1950,2014-10-11,5,2,rolls/buns,1.2,2.4
3095,2014-11-26,5,2,rolls/buns,1.2,2.4
2524,2014-03-31,5,3,rolls/buns,1.2,3.5999999999999996
1679,2014-10-23,5,3,rolls/buns,1.2,3.5999999999999996
3914,2014-11-12,5,1,rolls/buns,1.2,1.2
2661,2014-08-28,5,1,rolls/buns,1.2,1.2
2927,2014-01-13,5,1,rolls/buns,1.2,1.2
4821,2014-12-12,5,3,rolls/buns,1.2,3.5999999999999996
4959,2014-10-18,5,2,rolls/buns,1.2,2.4
2918,2014-05-27,5,2,rolls/buns,1.2,2.4
1748,2014-08-14,5,1,rolls/buns,1.2,1.2
4762,2014-03-28,5,1,rolls/buns,1.2,1.2
3934,2014-03-27,5,3,rolls/buns,1.2,3.5999999999999996
2701,2014-06-17,5,1,rolls/buns,1.2,1.2
2325,2014-10-22,5,3,rolls/buns,1.2,3.5999999999999996
1388,2014-05-08,5,1,rolls/buns,1.2,1.2
2225,2014-09-29,5,2,rolls/buns,1.2,2.4
3175,2014-04-29,5,1,rolls/buns,1.2,1.2
2788,2014-08-10,5,3,rolls/buns,1.2,3.5999999999999996
4993,2014-05-25,5,2,rolls/buns,1.2,2.4
4613,2014-10-04,5,3,rolls/buns,1.2,3.5999999999999996
1681,2014-07-06,5,3,rolls/buns,1.2,3.5999999999999996
1351,2014-01-15,5,2,rolls/buns,1.2,2.4
3636,2014-08-10,5,3,rolls/buns,1.2,3.5999999999999996
3960,2014-02-15,5,1,rolls/buns,1.2,1.2
4040,2014-11-14,5,1,rolls/buns,1.2,1.2
2242,2014-04-27,5,1,rolls/buns,1.2,1.2
2760,2014-04-01,5,2,rolls/buns,1.2,2.4
4772,2014-06-08,5,2,rolls/buns,1.2,2.4
3913,2014-05-06,5,1,rolls/buns,1.2,1.2
4574,2014-11-22,5,3,rolls/buns,1.2,3.5999999999999996
3164,2014-03-24,5,1,rolls/buns,1.2,1.2
1037,2014-02-24,5,1,rolls/buns,1.2,1.2
1006,2014-07-05,5,2,rolls/buns,1.2,2.4
3852,2014-08-31,5,3,rolls/buns,1.2,3.5999999999999996
4316,2014-02-28,5,1,rolls/buns,1.2,1.2
2873,2014-01-28,5,1,rolls/buns,1.2,1.2
3758,2014-01-02,5,3,rolls/buns,1.2,3.5999999999999996
3323,2014-03-06,5,2,rolls/buns,1.2,2.4
3378,2014-03-13,5,3,rolls/buns,1.2,3.5999999999999996
4846,2014-10-28,5,2,rolls/buns,1.2,2.4
2345,2014-11-30,5,3,rolls/buns,1.2,3.5999999999999996
2564,2014-01-14,5,1,rolls/buns,1.2,1.2
3760,2014-03-07,5,2,rolls/buns,1.2,2.4
4504,2014-01-21,5,3,rolls/buns,1.2,3.5999999999999996
3310,2014-09-09,5,1,rolls/buns,1.2,1.2
1402,2014-10-14,5,1,rolls/buns,1.2,1.2
1650,2014-01-20,5,1,rolls/buns,1.2,1.2
4683,2014-07-09,5,3,rolls/buns,1.2,3.5999999999999996
1694,2014-10-01,5,1,rolls/buns,1.2,1.2
1026,2014-03-08,5,1,rolls/buns,1.2,1.2
1410,2014-12-25,5,3,rolls/buns,1.2,3.5999999999999996
4152,2014-12-07,5,2,rolls/buns,1.2,2.4
4526,2015-08-24,5,1,rolls/buns,1.2,1.2
1646,2015-08-15,5,2,rolls/buns,1.2,2.4
4645,2015-12-29,5,3,rolls/buns,1.2,3.5999999999999996
2515,2015-07-22,5,1,rolls/buns,1.2,1.2
1098,2015-05-07,5,3,rolls/buns,1.2,3.5999999999999996
1985,2015-11-26,5,3,rolls/buns,1.2,3.5999999999999996
3987,2015-06-17,5,3,rolls/buns,1.2,3.5999999999999996
1454,2015-01-13,5,3,rolls/buns,1.2,3.5999999999999996
1010,2015-07-31,5,1,rolls/buns,1.2,1.2
4891,2015-01-09,5,3,rolls/buns,1.2,3.5999999999999996
2704,2015-11-18,5,2,rolls/buns,1.2,2.4
4220,2015-08-21,5,2,rolls/buns,1.2,2.4
2734,2015-03-30,5,2,rolls/buns,1.2,2.4
4197,2015-11-03,5,1,rolls/buns,1.2,1.2
4295,2015-03-24,5,3,rolls/buns,1.2,3.5999999999999996
3167,2015-02-03,5,3,rolls/buns,1.2,3.5999999999999996
1551,2015-01-14,5,3,rolls/buns,1.2,3.5999999999999996
4397,2015-06-27,5,1,rolls/buns,1.2,1.2
1708,2015-12-28,5,2,rolls/buns,1.2,2.4
4293,2015-08-24,5,2,rolls/buns,1.2,2.4
1822,2015-03-03,5,3,rolls/buns,1.2,3.5999999999999996
3562,2015-12-30,5,1,rolls/buns,1.2,1.2
2022,2015-02-05,5,3,rolls/buns,1.2,3.5999999999999996
3687,2015-12-22,5,1,rolls/buns,1.2,1.2
2678,2015-03-20,5,2,rolls/buns,1.2,2.4
2454,2015-08-26,5,1,rolls/buns,1.2,1.2
4734,2015-07-12,5,1,rolls/buns,1.2,1.2
3718,2015-02-26,5,2,rolls/buns,1.2,2.4
3289,2015-08-09,5,3,rolls/buns,1.2,3.5999999999999996
3071,2015-01-21,5,2,rolls/buns,1.2,2.4
2284,2015-03-18,5,1,rolls/buns,1.2,1.2
4585,2015-09-28,5,1,rolls/buns,1.2,1.2
3690,2015-04-24,5,1,rolls/buns,1.2,1.2
3051,2015-11-29,5,1,rolls/buns,1.2,1.2
1595,2015-10-05,5,1,rolls/buns,1.2,1.2
1693,2014-02-09,5,3,rolls/buns,1.2,3.5999999999999996
4694,2014-12-05,5,1,rolls/buns,1.2,1.2
1748,2014-07-27,5,1,rolls/buns,1.2,1.2
4343,2014-04-26,5,1,rolls/buns,1.2,1.2
3830,2014-01-28,5,3,rolls/buns,1.2,3.5999999999999996
3238,2014-07-03,5,3,rolls/buns,1.2,3.5999999999999996
2754,2014-06-04,5,2,rolls/buns,1.2,2.4
1887,2014-04-05,5,3,rolls/buns,1.2,3.5999999999999996
2855,2014-06-13,5,3,rolls/buns,1.2,3.5999999999999996
1011,2014-02-15,5,1,rolls/buns,1.2,1.2
1291,2014-08-01,5,2,rolls/buns,1.2,2.4
4045,2014-03-02,5,2,rolls/buns,1.2,2.4
1361,2014-12-13,5,2,rolls/buns,1.2,2.4
1796,2014-09-18,5,2,rolls/buns,1.2,2.4
3193,2014-10-25,5,1,rolls/buns,1.2,1.2
1040,2014-09-03,5,2,rolls/buns,1.2,2.4
2994,2014-04-30,5,1,rolls/buns,1.2,1.2
3123,2014-04-16,5,2,rolls/buns,1.2,2.4
3972,2014-05-04,5,2,rolls/buns,1.2,2.4
4412,2014-07-30,5,3,rolls/buns,1.2,3.5999999999999996
3382,2014-09-01,5,2,rolls/buns,1.2,2.4
3361,2015-06-28,5,1,rolls/buns,1.2,1.2
3078,2015-09-01,5,3,rolls/buns,1.2,3.5999999999999996
3471,2015-01-14,5,1,rolls/buns,1.2,1.2
4163,2015-05-30,5,2,rolls/buns,1.2,2.4
3369,2015-12-29,5,2,rolls/buns,1.2,2.4
3471,2015-10-12,5,1,rolls/buns,1.2,1.2
4977,2015-04-19,5,1,rolls/buns,1.2,1.2
2675,2015-09-15,5,1,rolls/buns,1.2,1.2
2505,2015-10-10,5,2,rolls/buns,1.2,2.4
2097,2015-10-01,5,2,rolls/buns,1.2,2.4
1663,2015-02-07,5,3,rolls/buns,1.2,3.5999999999999996
3811,2015-04-14,5,3,rolls/buns,1.2,3.5999999999999996
4766,2015-09-29,5,3,rolls/buns,1.2,3.5999999999999996
3495,2015-11-18,5,2,rolls/buns,1.2,2.4
4671,2015-07-15,5,2,rolls/buns,1.2,2.4
4572,2015-10-29,5,2,rolls/buns,1.2,2.4
2311,2015-06-30,5,2,rolls/buns,1.2,2.4
1353,2015-01-21,5,3,rolls/buns,1.2,3.5999999999999996
4343,2015-12-21,5,3,rolls/buns,1.2,3.5999999999999996
2512,2015-01-31,5,2,rolls/buns,1.2,2.4
1539,2015-09-27,5,3,rolls/buns,1.2,3.5999999999999996
2560,2015-06-07,5,1,rolls/buns,1.2,1.2
4891,2015-10-06,5,2,rolls/buns,1.2,2.4
4811,2015-11-02,5,1,rolls/buns,1.2,1.2
2184,2015-01-23,5,2,rolls/buns,1.2,2.4
1173,2015-02-07,5,2,rolls/buns,1.2,2.4
4720,2015-02-12,5,2,rolls/buns,1.2,2.4
3549,2015-02-12,5,1,rolls/buns,1.2,1.2
